,name,Player_ID,MATCHUP,WL,FG3_PCT,FGM,FTM,MIN,REB,AST,PTS,BLK,STL
0,Bill Russel,78049,BOS @ LAL,W,,2,2,48,21,6.0,6,,
1,Bill Russel,78049,BOS vs. LAL,W,,3,3,48,19,2.0,9,,
2,Bill Russel,78049,BOS @ LAL,L,,3,1,48,13,5.0,7,,
3,Bill Russel,78049,BOS vs. LAL,W,,2,2,48,29,2.0,6,,
4,Bill Russel,78049,BOS vs. LAL,W,,5,1,48,18,3.0,11,,
5,Bill Russel,78049,BOS @ LAL,L,,4,1,48,21,13.0,9,,
6,Bill Russel,78049,BOS @ LAL,L,,6,4,48,27,5.0,16,,
7,Bill Russel,78049,BOS vs. NYK,W,,6,0,48,21,5.0,12,,
8,Bill Russel,78049,BOS @ NYK,L,,10,5,48,16,6.0,25,,
9,Bill Russel,78049,BOS vs. NYK,W,,9,3,48,23,3.0,21,,
10,Bill Russel,78049,BOS @ NYK,L,,6,4,48,20,8.0,16,,
11,Bill Russel,78049,BOS vs. NYK,W,,6,2,40,29,2.0,14,,
12,Bill Russel,78049,BOS @ NYK,W,,4,2,48,16,7.0,10,,
13,Bill Russel,78049,BOS @ PHL,W,,2,1,47,18,6.0,5,,
14,Bill Russel,78049,BOS vs. PHL,L,,5,4,48,29,5.0,14,,
15,Bill Russel,78049,BOS @ PHL,W,,2,5,41,18,8.0,9,,
16,Bill Russel,78049,BOS vs. PHL,W,,1,1,29,16,4.0,3,,
17,Bill Russel,78049,BOS @ PHL,W,,1,0,48,15,8.0,2,,
18,Bill Russel,78049,BOS @ LAL,W,,5,2,47,19,6.0,12,,
19,Bill Russel,78049,BOS vs. LAL,W,,8,6,53,25,5.0,22,,
20,Bill Russel,78049,BOS @ LAL,L,,2,7,48,22,6.0,11,,
21,Bill Russel,78049,BOS @ LAL,W,,9,7,48,16,9.0,25,,
22,Bill Russel,78049,BOS vs. LAL,L,,5,5,48,24,5.0,15,,
23,Bill Russel,78049,BOS vs. LAL,W,,5,9,48,25,3.0,19,,
24,Bill Russel,78049,BOS @ PHL,W,,4,4,48,26,5.0,12,,
25,Bill Russel,78049,BOS vs. PHL,W,,6,5,48,31,5.0,17,,
26,Bill Russel,78049,BOS @ PHL,W,,4,0,48,24,4.0,8,,
27,Bill Russel,78049,BOS vs. PHL,L,,9,6,48,24,3.0,24,,
28,Bill Russel,78049,BOS @ PHL,L,,4,5,39,20,3.0,13,,
29,Bill Russel,78049,BOS vs. PHL,L,,5,1,45,20,5.0,11,,
30,Bill Russel,78049,BOS @ PHL,W,,5,1,46,22,4.0,11,,
31,Bill Russel,78049,BOS @ DET,W,,6,3,47,23,9.0,15,,
32,Bill Russel,78049,BOS vs. DET,W,,4,3,48,21,7.0,11,,
33,Bill Russel,78049,BOS @ DET,W,,5,6,39,21,3.0,16,,
34,Bill Russel,78049,BOS vs. DET,L,,3,0,48,23,7.0,6,,
35,Bill Russel,78049,BOS @ DET,L,,4,3,35,14,1.0,11,,
36,Bill Russel,78049,BOS vs. DET,W,,6,3,38,34,9.0,15,,
37,Bill Russel,78049,BOS @ PHL,L,,2,0,42,21,7.0,4,,
38,Bill Russel,78049,BOS vs. PHL,W,,2,5,48,28,5.0,9,,
39,Bill Russel,78049,BOS @ PHL,L,,3,4,48,29,9.0,10,,
40,Bill Russel,78049,BOS vs. PHL,L,,5,4,48,24,5.0,14,,
41,Bill Russel,78049,BOS @ PHL,L,,7,6,42,15,4.0,20,,
42,Bill Russel,78049,BOS @ NYK,W,,1,2,28,16,2.0,4,,
43,Bill Russel,78049,BOS vs. NYK,L,,4,4,43,24,4.0,12,,
44,Bill Russel,78049,BOS @ NYK,W,,5,5,48,18,6.0,15,,
45,Bill Russel,78049,BOS vs. NYK,W,,2,3,43,23,8.0,7,,
46,Bill Russel,78049,BOS vs. LAL,W,,10,5,48,32,1.0,25,,
47,Bill Russel,78049,BOS @ LAL,L,,7,8,48,23,5.0,22,,
48,Bill Russel,78049,BOS vs. LAL,L,,13,6,48,28,4.0,32,,
49,Bill Russel,78049,BOS @ LAL,W,,9,7,48,18,4.0,25,,
50,Bill Russel,78049,BOS @ LAL,W,,5,4,48,19,3.0,14,,
51,Bill Russel,78049,BOS vs. LAL,W,,8,3,42,24,4.0,19,,
52,Bill Russel,78049,BOS vs. LAL,L,,12,4,53,26,5.0,28,,
53,Bill Russel,78049,BOS @ PHL,W,,6,6,48,31,6.0,18,,
54,Bill Russel,78049,BOS vs. PHL,W,,7,4,53,30,7.0,18,,
55,Bill Russel,78049,BOS @ PHL,L,,4,3,0,23,3.0,11,,
56,Bill Russel,78049,BOS vs. PHL,W,,3,4,0,29,9.0,10,,
57,Bill Russel,78049,BOS @ PHL,W,,5,3,0,18,3.0,13,,
58,Bill Russel,78049,BOS vs. CIN,W,,7,2,0,31,11.0,16,,
59,Bill Russel,78049,BOS @ CIN,W,,3,2,0,26,5.0,8,,
60,Bill Russel,78049,BOS vs. CIN,L,,5,8,0,25,4.0,18,,
61,Bill Russel,78049,BOS @ CIN,W,,11,3,0,16,7.0,25,,
62,Bill Russel,78049,BOS vs. CIN,L,,9,4,0,29,4.0,22,,
63,Bill Russel,78049,BOS vs. LAL,W,,6,10,42,30,4.0,22,,
64,Bill Russel,78049,BOS @ LAL,W,,4,4,48,23,5.0,12,,
65,Bill Russel,78049,BOS @ LAL,L,,6,2,45,19,4.0,14,,
66,Bill Russel,78049,BOS vs. LAL,W,,10,3,48,25,10.0,23,,
67,Bill Russel,78049,BOS vs. LAL,W,,7,4,38,28,6.0,18,,
68,Bill Russel,78049,BOS vs. PHL,W,,7,1,48,29,8.0,15,,
69,Bill Russel,78049,BOS @ PHL,L,,8,6,48,21,5.0,22,,
70,Bill Russel,78049,BOS vs. PHL,W,,4,4,48,28,7.0,12,,
71,Bill Russel,78049,BOS @ PHL,L,,8,2,52,25,8.0,18,,
72,Bill Russel,78049,BOS vs. PHL,W,,9,1,48,26,8.0,19,,
73,Bill Russel,78049,BOS @ PHL,L,,5,2,48,16,5.0,12,,
74,Bill Russel,78049,BOS vs. PHL,W,,5,1,48,32,6.0,11,,
75,Bill Russel,78049,BOS vs. SFW,W,,5,4,48,26,6.0,14,,
76,Bill Russel,78049,BOS @ SFW,W,,3,2,48,19,3.0,8,,
77,Bill Russel,78049,BOS @ SFW,L,,7,2,47,32,3.0,16,,
78,Bill Russel,78049,BOS vs. SFW,W,,4,1,39,24,9.0,9,,
79,Bill Russel,78049,BOS vs. SFW,W,,3,3,32,25,4.0,9,,
80,Bill Russel,78049,BOS vs. CIN,W,,7,6,47,35,7.0,20,,
81,Bill Russel,78049,BOS @ CIN,L,,1,7,48,24,1.0,9,,
82,Bill Russel,78049,BOS @ CIN,W,,9,4,48,28,3.0,22,,
83,Bill Russel,78049,BOS vs. CIN,W,,2,2,48,28,6.0,6,,
84,Bill Russel,78049,BOS vs. CIN,W,,6,6,46,31,2.0,18,,
85,Bill Russel,78049,BOS @ LAL,W,,5,2,48,24,9.0,12,,
86,Bill Russel,78049,BOS vs. LAL,L,,7,10,48,27,5.0,24,,
87,Bill Russel,78049,BOS @ LAL,W,,8,6,48,19,4.0,22,,
88,Bill Russel,78049,BOS @ LAL,L,,6,9,48,19,5.0,21,,
89,Bill Russel,78049,BOS vs. LAL,W,,6,4,48,38,6.0,16,,
90,Bill Russel,78049,BOS vs. LAL,W,,10,5,47,29,3.0,25,,
91,Bill Russel,78049,BOS vs. CIN,W,,8,4,48,24,4.0,20,,
92,Bill Russel,78049,BOS @ CIN,L,,4,4,48,23,2.0,12,,
93,Bill Russel,78049,BOS vs. CIN,W,,9,6,48,26,5.0,24,,
94,Bill Russel,78049,BOS @ CIN,W,,8,10,46,21,7.0,26,,
95,Bill Russel,78049,BOS vs. CIN,L,,8,3,48,28,5.0,19,,
96,Bill Russel,78049,BOS @ CIN,W,,10,6,44,24,5.0,26,,
97,Bill Russel,78049,BOS vs. CIN,L,,7,3,48,24,6.0,17,,
98,Bill Russel,78049,BOS vs. LAL,W,,8,14,53,40,4.0,30,,
99,Bill Russel,78049,BOS @ LAL,W,,6,7,48,24,10.0,19,,
100,Bill Russel,78049,BOS vs. LAL,L,,10,6,48,29,3.0,26,,
101,Bill Russel,78049,BOS @ LAL,W,,8,5,48,22,6.0,21,,
102,Bill Russel,78049,BOS @ LAL,L,,9,8,48,23,6.0,26,,
103,Bill Russel,78049,BOS vs. LAL,L,,10,3,48,23,5.0,23,,
104,Bill Russel,78049,BOS vs. LAL,W,,6,3,45,28,6.0,15,,
105,Bill Russel,78049,BOS vs. PHW,W,,7,5,48,22,1.0,19,,
106,Bill Russel,78049,BOS @ PHW,L,,8,3,48,22,2.0,19,,
107,Bill Russel,78049,BOS vs. PHW,W,,10,9,48,26,7.0,29,,
108,Bill Russel,78049,BOS @ PHW,L,,11,9,48,30,4.0,31,,
109,Bill Russel,78049,BOS vs. PHW,W,,12,7,48,31,6.0,31,,
110,Bill Russel,78049,BOS @ PHW,L,,4,1,48,20,6.0,9,,
111,Bill Russel,78049,BOS vs. PHW,W,,7,2,46,30,4.0,16,,
112,Bill Russel,78049,BOS vs. STL,W,,9,12,48,38,3.0,30,,
113,Bill Russel,78049,BOS @ STL,W,,5,4,48,24,2.0,14,,
114,Bill Russel,78049,BOS @ STL,L,,10,4,48,23,9.0,24,,
115,Bill Russel,78049,BOS vs. STL,W,,2,1,48,28,4.0,5,,
116,Bill Russel,78049,BOS vs. STL,W,,7,1,41,31,4.0,15,,
117,Bill Russel,78049,BOS vs. SYR,W,,11,3,45,33,3.0,25,,
118,Bill Russel,78049,BOS @ SYR,W,,7,7,47,26,8.0,21,,
119,Bill Russel,78049,BOS vs. SYR,W,,8,2,41,39,5.0,18,,
120,Bill Russel,78049,BOS @ SYR,L,,6,5,48,23,5.0,17,,
121,Bill Russel,78049,BOS vs. SYR,W,,8,6,48,34,5.0,22,,
122,Bill Russel,78049,BOS vs. STL,W,,7,8,47,35,4.0,22,,
123,Bill Russel,78049,BOS @ STL,L,,6,5,48,16,3.0,17,,
124,Bill Russel,78049,BOS vs. STL,W,,7,3,45,26,3.0,17,,
125,Bill Russel,78049,BOS @ STL,L,,3,7,48,19,0.0,13,,
126,Bill Russel,78049,BOS @ STL,W,,4,7,48,19,3.0,15,,
127,Bill Russel,78049,BOS vs. STL,L,,8,5,48,40,1.0,21,,
128,Bill Russel,78049,BOS vs. STL,W,,5,2,31,19,7.0,12,,
129,Bill Russel,78049,BOS @ PHW,W,,11,3,48,25,3.0,25,,
130,Bill Russel,78049,BOS vs. PHW,L,,9,4,38,27,4.0,22,,
131,Bill Russel,78049,BOS @ PHW,W,,6,5,48,21,2.0,17,,
132,Bill Russel,78049,BOS vs. PHW,W,,12,2,40,39,5.0,26,,
133,Bill Russel,78049,BOS @ PHW,L,,7,1,36,20,2.0,15,,
134,Bill Russel,78049,BOS vs. PHW,W,,9,1,47,30,1.0,19,,
135,Bill Russel,78049,BOS @ MNL,W,,5,5,48,30,,15,,
136,Bill Russel,78049,BOS @ MNL,W,,3,2,48,30,8.0,8,,
137,Bill Russel,78049,BOS vs. MNL,W,,2,5,47,30,,9,,
138,Bill Russel,78049,BOS vs. MNL,W,,2,1,43,28,7.0,5,,
139,Bill Russel,78049,BOS vs. SYR,W,,8,2,46,32,2.0,18,,
140,Bill Russel,78049,BOS @ SYR,L,,8,9,48,24,,25,,
141,Bill Russel,78049,BOS vs. SYR,W,,8,2,44,32,,18,,
142,Bill Russel,78049,BOS @ SYR,L,,7,6,48,21,,20,,
143,Bill Russel,78049,BOS vs. SYR,W,,6,3,33,27,,15,,
144,Bill Russel,78049,BOS @ SYR,L,,7,5,48,19,,19,,
145,Bill Russel,78049,BOS vs. SYR,W,,9,1,43,32,,19,,
146,Bill Russel,78049,BOS @ STL,L,,2,4,24,8,,8,,
147,Bill Russel,78049,BOS @ STL,L,,4,6,30,13,,14,,
148,Bill Russel,78049,BOS vs. STL,W,,7,8,43,27,,22,,
149,Bill Russel,78049,BOS vs. STL,L,,4,6,40,29,,14,,
150,Bill Russel,78049,BOS vs. PHW,W,,6,6,46,30,2.0,18,,
151,Bill Russel,78049,BOS @ PHW,L,,6,0,44,21,4.0,12,,
152,Bill Russel,78049,BOS vs. PHW,W,,6,2,48,40,6.0,14,,
153,Bill Russel,78049,BOS @ PHW,W,,7,2,41,28,2.0,16,,
154,Bill Russel,78049,BOS vs. PHW,W,,6,6,39,25,1.0,18,,
155,Bill Russel,78049,BOS vs. STL,W,,7,5,54,32,2.0,19,,
156,Bill Russel,78049,BOS @ STL,L,,5,7,46,23,,17,,
157,Bill Russel,78049,BOS vs. STL,W,,5,4,36,23,3.0,14,,
158,Bill Russel,78049,BOS @ STL,W,,7,3,44,20,5.0,17,,
159,Bill Russel,78049,BOS @ STL,L,,4,0,38,19,,8,,
160,Bill Russel,78049,BOS vs. STL,W,,5,1,31,25,,11,,
161,Bill Russel,78049,BOS vs. STL,L,,3,1,42,18,4.0,7,,
162,Bill Russel,78049,BOS vs. SYR,W,,4,2,41,23,,10,,
163,Bill Russel,78049,BOS @ SYR,W,,7,6,44,30,7.0,20,,
164,Bill Russel,78049,BOS vs. SYR,W,,7,2,33,31,,16,,
0,Wilt Chamberlain,76375,LAL vs. NYK,L,,9,5,48,21,3.0,23,,
1,Wilt Chamberlain,76375,LAL @ NYK,L,,4,5,48,19,5.0,13,,
2,Wilt Chamberlain,76375,LAL @ NYK,L,,2,1,48,13,5.0,5,,
3,Wilt Chamberlain,76375,LAL vs. NYK,L,,2,1,48,20,0.0,5,,
4,Wilt Chamberlain,76375,LAL vs. NYK,W,,5,2,48,20,6.0,12,,
5,Wilt Chamberlain,76375,LAL vs. GOS,W,,2,1,46,22,7.0,5,,
6,Wilt Chamberlain,76375,LAL @ GOS,L,,4,1,48,16,3.0,9,,
7,Wilt Chamberlain,76375,LAL @ GOS,W,,2,8,39,25,3.0,12,,
8,Wilt Chamberlain,76375,LAL vs. GOS,W,,1,3,48,30,4.0,5,,
9,Wilt Chamberlain,76375,LAL vs. GOS,W,,2,0,44,25,2.0,4,,
10,Wilt Chamberlain,76375,LAL vs. CHI,W,,10,1,48,28,4.0,21,,
11,Wilt Chamberlain,76375,LAL @ CHI,L,,4,6,48,26,4.0,14,,
12,Wilt Chamberlain,76375,LAL vs. CHI,W,,8,5,48,29,4.0,21,,
13,Wilt Chamberlain,76375,LAL @ CHI,L,,3,5,47,30,0.0,11,,
14,Wilt Chamberlain,76375,LAL @ CHI,L,,1,0,44,18,3.0,2,,
15,Wilt Chamberlain,76375,LAL vs. CHI,W,,2,0,48,21,5.0,4,,
16,Wilt Chamberlain,76375,LAL vs. CHI,W,,3,5,53,20,2.0,11,,
17,Wilt Chamberlain,76375,LAL vs. NYK,W,,10,4,47,29,4.0,24,,
18,Wilt Chamberlain,76375,LAL @ NYK,W,,5,2,53,24,3.0,12,,
19,Wilt Chamberlain,76375,LAL @ NYK,W,,9,8,48,20,1.0,26,,
20,Wilt Chamberlain,76375,LAL vs. NYK,W,,10,3,48,24,4.0,23,,
21,Wilt Chamberlain,76375,LAL vs. NYK,L,,5,2,40,19,1.0,12,,
22,Wilt Chamberlain,76375,LAL @ MIL,W,,8,4,48,24,2.0,20,,
23,Wilt Chamberlain,76375,LAL vs. MIL,W,,2,8,45,26,6.0,12,,
24,Wilt Chamberlain,76375,LAL @ MIL,L,,2,1,44,11,4.0,5,,
25,Wilt Chamberlain,76375,LAL @ MIL,W,,1,5,47,14,4.0,7,,
26,Wilt Chamberlain,76375,LAL vs. MIL,W,,3,5,48,17,4.0,11,,
27,Wilt Chamberlain,76375,LAL vs. MIL,L,,3,4,43,24,0.0,10,,
28,Wilt Chamberlain,76375,LAL @ CHI,W,,4,0,48,31,8.0,8,,
29,Wilt Chamberlain,76375,LAL @ CHI,W,,6,4,48,14,0.0,16,,
30,Wilt Chamberlain,76375,LAL vs. CHI,W,,9,6,48,21,2.0,24,,
31,Wilt Chamberlain,76375,LAL vs. CHI,W,,3,4,48,17,6.0,10,,
32,Wilt Chamberlain,76375,LAL @ MIL,L,,10,3,46,12,4.0,23,,
33,Wilt Chamberlain,76375,LAL vs. MIL,L,,7,1,34,16,2.0,15,,
34,Wilt Chamberlain,76375,LAL vs. MIL,W,,9,6,48,24,3.0,24,,
35,Wilt Chamberlain,76375,LAL @ MIL,L,,10,6,48,22,0.0,26,,
36,Wilt Chamberlain,76375,LAL @ MIL,L,,10,2,46,20,1.0,22,,
37,Wilt Chamberlain,76375,LAL vs. CHI,W,,7,11,48,19,9.0,25,,
38,Wilt Chamberlain,76375,LAL @ CHI,L,,4,5,48,33,9.0,13,,
39,Wilt Chamberlain,76375,LAL vs. CHI,W,,4,0,45,14,7.0,8,,
40,Wilt Chamberlain,76375,LAL @ CHI,L,,4,4,47,23,7.0,12,,
41,Wilt Chamberlain,76375,LAL @ CHI,L,,3,2,48,18,6.0,8,,
42,Wilt Chamberlain,76375,LAL vs. CHI,W,,11,4,48,20,2.0,26,,
43,Wilt Chamberlain,76375,LAL vs. CHI,W,,6,6,48,21,3.0,18,,
44,Wilt Chamberlain,76375,LAL @ NYK,L,,10,1,48,24,4.0,21,,
45,Wilt Chamberlain,76375,LAL vs. NYK,W,,20,5,46,27,3.0,45,,
46,Wilt Chamberlain,76375,LAL @ NYK,L,,9,4,45,19,3.0,22,,
47,Wilt Chamberlain,76375,LAL vs. NYK,W,,7,4,49,25,7.0,18,,
48,Wilt Chamberlain,76375,LAL vs. NYK,L,,7,7,53,26,4.0,21,,
49,Wilt Chamberlain,76375,LAL @ NYK,W,,9,1,44,24,2.0,19,,
50,Wilt Chamberlain,76375,LAL @ NYK,L,,8,1,48,24,5.0,17,,
51,Wilt Chamberlain,76375,LAL vs. ATL,W,,5,1,46,21,3.0,11,,
52,Wilt Chamberlain,76375,LAL vs. ATL,W,,5,8,53,26,2.0,18,,
53,Wilt Chamberlain,76375,LAL @ ATL,W,,10,4,48,24,4.0,24,,
54,Wilt Chamberlain,76375,LAL @ ATL,W,,6,4,48,17,8.0,16,,
55,Wilt Chamberlain,76375,LAL vs. PHX,W,,11,8,43,27,6.0,30,,
56,Wilt Chamberlain,76375,LAL @ PHX,W,,4,4,48,26,11.0,12,,
57,Wilt Chamberlain,76375,LAL vs. PHX,W,,12,12,46,14,3.0,36,,
58,Wilt Chamberlain,76375,LAL @ PHX,L,,12,5,48,19,0.0,29,,
59,Wilt Chamberlain,76375,LAL @ PHX,L,,5,1,45,12,7.0,11,,
60,Wilt Chamberlain,76375,LAL vs. PHX,L,,6,7,48,25,4.0,19,,
61,Wilt Chamberlain,76375,LAL vs. PHX,W,,12,5,45,19,5.0,29,,
62,Wilt Chamberlain,76375,LAL vs. BOS,L,,7,4,43,27,3.0,18,,
63,Wilt Chamberlain,76375,LAL @ BOS,L,,1,6,48,18,4.0,8,,
64,Wilt Chamberlain,76375,LAL vs. BOS,W,,5,3,48,31,3.0,13,,
65,Wilt Chamberlain,76375,LAL @ BOS,L,,3,2,48,31,1.0,8,,
66,Wilt Chamberlain,76375,LAL @ BOS,L,,6,4,48,26,2.0,16,,
67,Wilt Chamberlain,76375,LAL vs. BOS,W,,1,2,48,19,4.0,4,,
68,Wilt Chamberlain,76375,LAL vs. BOS,W,,6,3,48,23,4.0,15,,
69,Wilt Chamberlain,76375,LAL vs. ATL,W,,5,6,48,29,3.0,16,,
70,Wilt Chamberlain,76375,LAL @ ATL,W,,9,7,47,19,2.0,25,,
71,Wilt Chamberlain,76375,LAL @ ATL,L,,7,3,48,22,2.0,17,,
72,Wilt Chamberlain,76375,LAL vs. ATL,W,,10,3,48,29,1.0,23,,
73,Wilt Chamberlain,76375,LAL vs. ATL,W,,6,3,48,29,2.0,15,,
74,Wilt Chamberlain,76375,LAL @ SFW,W,,5,1,39,25,1.0,11,,
75,Wilt Chamberlain,76375,LAL vs. SFW,W,,3,1,48,27,2.0,7,,
76,Wilt Chamberlain,76375,LAL @ SFW,W,,4,3,42,14,3.0,11,,
77,Wilt Chamberlain,76375,LAL @ SFW,W,,9,4,44,28,5.0,22,,
78,Wilt Chamberlain,76375,LAL vs. SFW,L,,4,2,41,17,1.0,10,,
79,Wilt Chamberlain,76375,LAL vs. SFW,L,,5,1,48,30,3.0,11,,
80,Wilt Chamberlain,76375,PHL vs. BOS,L,,4,6,48,34,5.0,14,,
81,Wilt Chamberlain,76375,PHL @ BOS,L,,6,8,48,27,8.0,20,,
82,Wilt Chamberlain,76375,PHL vs. BOS,L,,11,6,48,30,7.0,28,,
83,Wilt Chamberlain,76375,PHL @ BOS,W,,7,8,48,16,8.0,22,,
84,Wilt Chamberlain,76375,PHL vs. BOS,W,,10,3,47,25,6.0,23,,
85,Wilt Chamberlain,76375,PHL @ BOS,W,,6,3,48,19,8.0,15,,
86,Wilt Chamberlain,76375,PHL vs. BOS,L,,14,5,48,25,5.0,33,,
87,Wilt Chamberlain,76375,PHL @ NYK,W,,10,5,48,27,3.0,25,,
88,Wilt Chamberlain,76375,PHL vs. NYK,W,,11,4,46,21,7.0,26,,
89,Wilt Chamberlain,76375,PHL @ NYK,L,,9,5,48,27,5.0,23,,
90,Wilt Chamberlain,76375,PHL vs. NYK,W,,8,2,58,24,8.0,18,,
91,Wilt Chamberlain,76375,PHL @ NYK,L,,11,2,48,17,8.0,24,,
92,Wilt Chamberlain,76375,PHL vs. NYK,W,,17,3,48,29,7.0,37,,
93,Wilt Chamberlain,76375,PHL @ SFW,W,,8,8,48,23,4.0,24,,
94,Wilt Chamberlain,76375,PHL vs. SFW,L,,9,2,48,24,4.0,20,,
95,Wilt Chamberlain,76375,PHL @ SFW,W,,3,4,46,27,8.0,10,,
96,Wilt Chamberlain,76375,PHL @ SFW,L,,12,2,48,26,5.0,26,,
97,Wilt Chamberlain,76375,PHL vs. SFW,W,,4,2,44,38,10.0,10,,
98,Wilt Chamberlain,76375,PHL vs. SFW,W,,6,4,53,33,10.0,16,,
99,Wilt Chamberlain,76375,PHL vs. BOS,W,,10,9,47,36,13.0,29,,
100,Wilt Chamberlain,76375,PHL @ BOS,L,,8,4,48,22,10.0,20,,
101,Wilt Chamberlain,76375,PHL vs. BOS,W,,8,4,48,41,9.0,20,,
102,Wilt Chamberlain,76375,PHL @ BOS,W,,5,5,48,29,5.0,15,,
103,Wilt Chamberlain,76375,PHL vs. BOS,W,,9,6,48,32,13.0,24,,
104,Wilt Chamberlain,76375,PHL @ CIN,W,,7,4,48,27,9.0,18,,
105,Wilt Chamberlain,76375,PHL vs. CIN,W,,8,0,48,30,19.0,16,,
106,Wilt Chamberlain,76375,PHL @ CIN,W,,16,5,48,27,11.0,37,,
107,Wilt Chamberlain,76375,PHL vs. CIN,L,,19,3,48,22,5.0,41,,
108,Wilt Chamberlain,76375,PHL vs. BOS,L,,19,8,48,34,1.0,46,,
109,Wilt Chamberlain,76375,PHL @ BOS,L,,7,1,53,33,3.0,15,,
110,Wilt Chamberlain,76375,PHL vs. BOS,W,,12,7,48,27,4.0,31,,
111,Wilt Chamberlain,76375,PHL @ BOS,L,,9,5,48,25,2.0,23,,
112,Wilt Chamberlain,76375,PHL vs. BOS,L,,9,7,48,32,5.0,25,,
113,Wilt Chamberlain,76375,PHL @ BOS,L,,12,6,48,32,2.0,30,,
114,Wilt Chamberlain,76375,PHL vs. BOS,W,,13,4,48,26,4.0,30,,
115,Wilt Chamberlain,76375,PHL @ BOS,L,,13,4,48,21,2.0,30,,
116,Wilt Chamberlain,76375,PHL vs. BOS,W,,11,12,53,34,3.0,34,,
117,Wilt Chamberlain,76375,PHL @ BOS,L,,7,10,48,37,1.0,24,,
118,Wilt Chamberlain,76375,PHL vs. BOS,W,,12,6,48,39,8.0,30,,
119,Wilt Chamberlain,76375,PHL @ BOS,L,,13,7,48,31,3.0,33,,
120,Wilt Chamberlain,76375,PHL vs. CIN,W,,14,10,48,26,5.0,38,,
121,Wilt Chamberlain,76375,PHL @ CIN,W,,6,5,46,15,6.0,17,,
122,Wilt Chamberlain,76375,PHL vs. CIN,L,,12,6,48,15,10.0,30,,
123,Wilt Chamberlain,76375,PHL @ CIN,W,,10,6,53,23,4.0,26,,
124,Wilt Chamberlain,76375,SFW @ BOS,L,,12,6,48,27,2.0,30,,
125,Wilt Chamberlain,76375,SFW vs. BOS,L,,12,3,48,38,1.0,27,,
126,Wilt Chamberlain,76375,SFW vs. BOS,W,,15,5,46,25,5.0,35,,
127,Wilt Chamberlain,76375,SFW @ BOS,L,,14,4,44,25,3.0,32,,
128,Wilt Chamberlain,76375,SFW @ BOS,L,,9,4,44,23,1.0,22,,
129,Wilt Chamberlain,76375,SFW vs. STL,W,,19,1,48,30,6.0,39,,
130,Wilt Chamberlain,76375,SFW @ STL,L,,13,8,46,24,3.0,34,,
131,Wilt Chamberlain,76375,SFW vs. STL,W,,22,6,45,15,6.0,50,,
132,Wilt Chamberlain,76375,SFW @ STL,W,,14,8,48,23,3.0,36,,
133,Wilt Chamberlain,76375,SFW @ STL,L,,19,8,48,23,2.0,46,,
134,Wilt Chamberlain,76375,SFW vs. STL,W,,11,6,45,27,5.0,28,,
135,Wilt Chamberlain,76375,SFW vs. STL,L,,15,7,48,22,2.0,37,,
136,Wilt Chamberlain,76375,PHW @ BOS,L,,7,8,48,22,3.0,22,,
137,Wilt Chamberlain,76375,PHW vs. BOS,W,,12,8,48,21,1.0,32,,
138,Wilt Chamberlain,76375,PHW @ BOS,L,,11,8,48,14,0.0,30,,
139,Wilt Chamberlain,76375,PHW vs. BOS,W,,15,11,48,34,2.0,41,,
140,Wilt Chamberlain,76375,PHW @ BOS,L,,14,7,48,29,6.0,35,,
141,Wilt Chamberlain,76375,PHW vs. BOS,W,,16,10,48,37,5.0,42,,
142,Wilt Chamberlain,76375,PHW @ BOS,L,,13,7,48,31,3.0,33,,
143,Wilt Chamberlain,76375,PHW vs. SYR,W,,22,12,48,35,1.0,56,,
144,Wilt Chamberlain,76375,PHW @ SYR,L,,11,7,48,20,3.0,29,,
145,Wilt Chamberlain,76375,PHW vs. SYR,L,,18,4,48,25,4.0,40,,
146,Wilt Chamberlain,76375,PHW @ SYR,W,,12,4,48,26,4.0,28,,
147,Wilt Chamberlain,76375,PHW vs. SYR,W,,11,10,48,25,5.0,32,,
148,Wilt Chamberlain,76375,PHW vs. SYR,L,,13,7,48,23,1.0,33,,
149,Wilt Chamberlain,76375,PHW @ SYR,L,,13,6,48,14,3.0,32,,
150,Wilt Chamberlain,76375,PHW vs. SYR,L,,19,8,48,32,2.0,46,,
151,Wilt Chamberlain,76375,PHW vs. BOS,L,,8,10,48,24,0.0,26,,
152,Wilt Chamberlain,76375,PHW @ BOS,W,,22,6,46,35,2.0,50,,
153,Wilt Chamberlain,76375,PHW vs. BOS,L,,9,6,48,34,2.0,24,,
154,Wilt Chamberlain,76375,PHW @ BOS,L,,6,0,35,15,6.0,12,,
155,Wilt Chamberlain,76375,PHW vs. BOS,W,,12,5,48,28,1.0,29,,
156,Wilt Chamberlain,76375,PHW @ BOS,L,,17,8,48,29,1.0,42,,
157,Wilt Chamberlain,76375,PHW vs. SYR,W,,24,5,47,22,2.0,53,,
158,Wilt Chamberlain,76375,PHW @ SYR,L,,11,6,48,18,2.0,28,,
159,Wilt Chamberlain,76375,PHW vs. SYR,W,,16,3,48,27,3.0,35,,
0,Kareem Abdul-Jabbar,76003,LAL vs. DET,L,,2,3,29,3,3.0,7,2.0,0.0
1,Kareem Abdul-Jabbar,76003,LAL vs. DET,L,,10,4,33,13,2.0,24,0.0,1.0
2,Kareem Abdul-Jabbar,76003,LAL @ DET,L,,4,3,28,2,2.0,11,1.0,0.0
3,Kareem Abdul-Jabbar,76003,LAL @ DET,L,,4,0,14,2,0.0,8,0.0,1.0
